"1","20","ALMOHADA SUAVESTAR ESPUMA HIPERSOFT 140X035X11    ","ALMOHADA SUAVESTAR ESPUMA HIPERSOFT 140X035X11    ","","0","2603.31","546.69","3150","3750","123456789","3","13","SUAVESTAR","","NO","20210101000101","20210101000101"
"2","21","ALMOHADA SUAVESTAR PANDA 070X040                  ","ALMOHADA SUAVESTAR PANDA 070X040                  ","","5","818.18","171.82","990","1190","123456789","3","13","SUAVESTAR","","NO","20210101000101","20210101000101"
"3","22","ALMOHADA SUAVESTAR PANDA  BOREAL 070X040          ","ALMOHADA SUAVESTAR PANDA  BOREAL 070X040          ","","7","1611.57","338.43","1950","2350","123456789","3","13","SUAVESTAR","","NO","20210101000101","20210101000101"
"4","23","ALMOHADA SUAVESTAR INSIGNIA 070X040               ","ALMOHADA SUAVESTAR INSIGNIA 070X040               ","","12","1859.50","390.50","2250","2690","123456789","3","13","SUAVESTAR","","NO","20210101000101","20210101000101"
"5","24","ALMOHADA SUAVESTAR CERVICAL DE ESPUMA  060X040  ","ALMOHADA SUAVESTAR CERVICAL DE ESPUMA  060X040  ","","0","0.00","0.00","0","0","123456789","3","13","SUAVESTAR","","NO","20210101000101","20210101000101"
"6","35","ANDADOR BEBELINDO PLATO VOLADOR 710 BEBE LINDO    ","ANDADOR BEBELINDO PLATO VOLADOR 710 BEBE LINDO    ","","0","4950.41","1039.59","5990","7090","123456789","7","88","BEBELINDO","","NO","20210101000101","20210101000101"
"7","43","APARADOR PINO 80 EL PINAR                         ","APARADOR PINO 80 EL PINAR                         ","","0","9090.91","1909.09","11000","12990","123456789","5","43","TORRES","","NO","20210101000101","20210101000101"
"8","44","APARADOR PINO 120 EL PINAR                        ","APARADOR PINO 120 EL PINAR                        ","","0","10702.48","2247.52","12950","15290","123456789","5","43","TORRES","","NO","20210101000101","20210101000101"
"9","45","APARADOR PINO 150 EL PINAR                        ","APARADOR PINO 150 EL PINAR                        ","","0","11314.05","2375.95","13690","16190","123456789","5","43","TORRES","","NO","20210101000101","20210101000101"
"10","54","BICICLETA RODADO 12 C CAMARA NIÑO ROBINSON COD2003","BICICLETA RODADO 12 C CAMARA NIÑO ROBINSON COD2003","","5","12024.80","2525.20","14550","17190","123456789","7","10","ROBINSON","","NO","20210101000101","20210101000101"
"11","55","BICICLETA RODADO 14 PLAYERA FULL ROBINSON COD297  ","BICICLETA RODADO 14 PLAYERA FULL ROBINSON COD297  ","","1","18223.15","3826.85","22050","26050","123456789","7","10","ROBINSON","","NO","20210101000101","20210101000101"
