"24","24","BICICLETA RODADO 26 TT S-CAMBIO ROBINSON COD210   ","BICICLETA RODADO 26 TT S-CAMBIO ROBINSON COD210   ","","1","17561.99","3688.01","21250","25090","123456789","7","10","ROBINSON","","NO","2,02101E+13","20210101000101"
"25","25","CHIFONIER PINO X 090 5 cajones EL PINAR           ","CHIFONIER PINO X 090 5 cajones EL PINAR           ","","0","6520.66","1369.34","7890","9350","123456789","5","43","TORRES","","NO","2,02101E+13","20210101000101"
"26","26","CHIFONIER PINO DOBLE EL PINAR                     ","CHIFONIER PINO DOBLE EL PINAR                     ","","0","6520.66","1369.34","7890","9350","123456789","5","43","TORRES","","NO","2,02101E+13","20210101000101"
"27","27","CHIFONIER DE PINO 7 CAJONES EL PINAR              ","CHIFONIER DE PINO 7 CAJONES EL PINAR              ","","0","0.00","0.00","0","0","123456789","5","43","TORRES","","NO","2,02101E+13","20210101000101"
"28","28","CHIFONIER 5 CAJONES express CAOBA MOSCONI         ","CHIFONIER 5 CAJONES express CAOBA MOSCONI         ","","2","7148.76","1501.24","8650","10250","123456789","5","28","COLOR MOBILE","","NO","2,02101E+13","20210101000101"
"29","29","CHIFONIER 5 CAJONES express ROBLE MOSCONI         ","CHIFONIER 5 CAJONES express ROBLE MOSCONI         ","","0","0.00","0.00","0","0","123456789","5","28","COLOR MOBILE","","NO","2,02101E+13","20210101000101"
"30","30","CHIFONIER 5 CAJONES express CHOCOLATE MOSCONI     ","CHIFONIER 5 CAJONES express CHOCOLATE MOSCONI     ","","2","7148.76","1501.24","8650","10250","123456789","5","28","COLOR MOBILE","","NO","2,02101E+13","20210101000101"
"31","31","CHIFONIER 5 CAJONES BLANCO MOSCONI                ","CHIFONIER 5 CAJONES BLANCO MOSCONI                ","","0","7148.76","1501.24","8650","10250","123456789","5","28","COLOR MOBILE","","NO","2,02101E+13","20210101000101"
"32","32","CHIFONIER 4 CAJONES 1PUERTA CAOBA MOSCONI         ","CHIFONIER 4 CAJONES 1PUERTA CAOBA MOSCONI         ","","1","8429.75","1770.25","10200","12050","123456789","5","28","COLOR MOBILE","","NO","2,02101E+13","20210101000101"
"33","33","CHIFONIER 4 CAJONES 1PUERTA CHOCOLATE MOSCONI     ","CHIFONIER 4 CAJONES 1PUERTA CHOCOLATE MOSCONI     ","","0","8429.75","1770.25","10200","12050","123456789","5","28","COLOR MOBILE","","NO","2,02101E+13","20210101000101"
"34","34","CHIFONIER 4 CAJONES 1PUERTA BLANCO MOSCONI        ","CHIFONIER 4 CAJONES 1PUERTA BLANCO MOSCONI        ","","4","8429.75","1770.25","10200","12050","123456789","5","28","COLOR MOBILE","","NO","2,02101E+13","20210101000101"
"35","35","COMODA DE PINO COLOR PIWARCZUK                    ","COMODA DE PINO COLOR PIWARCZUK                    ","","2","13636.37","2863.63","16500","19490","123456789","5","3","PIWARCZUK","","NO","2,02101E+13","20210101000101"
"36","36","CHIFONIER DE PINO COLOR X 060 PIWARCZUK          ","CHIFONIER DE PINO COLOR X 060 PIWARCZUK          ","","0","5942.15","1247.85","7190","8490","123456789","5","3","PIWARCZUK","","NO","2,02101E+13","20210101000101"
"37","37","CHIFONIER DE PINO COLOR X 080 PIWARCZUK          ","CHIFONIER DE PINO COLOR X 080 PIWARCZUK          ","","0","7016.53","1473.47","8490","10050","123456789","5","3","PIWARCZUK","","NO","2,02101E+13","20210101000101"
"38","38","CAMA 080 CAÑO MOD 2001 SANSON                     ","CAMA 080 CAÑO MOD 2001 SANSON                     ","","0","10495.87","2204.13","12700","14990","123456789","5","20","SANSON","","NO","2,02101E+13","20210101000101"
"39","39","CAMA 080 C-RESP TAPIZADO CAÑO SANSON             ","CAMA 080 C-RESP TAPIZADO CAÑO SANSON             ","","0","12314.05","2585.95","14900","17590","123456789","5","20","SANSON","","NO","2,02101E+13","20210101000101"
"40","40","CAMA 100 C-RESP TAPIZADO CAÑO SANSON             ","CAMA 100 C-RESP TAPIZADO CAÑO SANSON             ","","0","14214.88","2985.12","17200","20290","123456789","5","20","SANSON","","NO","2,02101E+13","20210101000101"
"41","41","CAMA 140 C-RESP TAPIZADO CAÑO SANSON             ","CAMA 140 C-RESP TAPIZADO CAÑO SANSON             ","","0","17768.60","3731.40","21500","25390","123456789","5","20","SANSON","","NO","2,02101E+13","20210101000101"
"42","42","CAMA SUPERPUESTA MADERA STANDAR COLOR PIWARCZUK   ","CAMA SUPERPUESTA MADERA STANDAR COLOR PIWARCZUK   ","","2","10826.45","2273.55","13100","15490","123456789","5","3","PIWARCZUK HNOS","","NO","2,02101E+13","20210101000101"
"43","43","CAMA SUPERP N°3 MADERA TORNEADA COLOR PIWARCZUK   ","CAMA SUPERP N°3 MADERA TORNEADA COLOR PIWARCZUK   ","","1","14454.55","3035.45","17490","20650","123456789","5","3","PIWARCZUK HNOS","","NO","2,02101E+13","20210101000101"
"44","44","CAMA 080 STANDAR COLOR PIWARCZUK                  ","CAMA 080 STANDAR COLOR PIWARCZUK                  ","","3","5247.94","1102.06","6350","7490","123456789","5","3","PIWARCZUK HNOS","","NO","2,02101E+13","20210101000101"
"45","45","CAMA 100 STANDAR COLOR PIWARCZUK                  ","CAMA 100 STANDAR COLOR PIWARCZUK                  ","","1","5776.86","1213.14","6990","8250","123456789","5","3","PIWARCZUK HNOS","","NO","2,02101E+13","20210101000101"
"46","46","CAMA 140 STANDAR COLOR PIWARCZUK                  ","CAMA 140 STANDAR COLOR PIWARCZUK                  ","","6","7933.89","1666.11","9600","11350","123456789","5","3","PIWARCZUK HNOS","","NO","2,02101E+13","20210101000101"
"47","47","CAMA Nº1  080 TORNEADA COLOR PIWARCZUK            ","CAMA Nº1  080 TORNEADA COLOR PIWARCZUK            ","","3","7107.44","1492.56","8600","10150","123456789","5","3","PIWARCZUK HNOS","","NO","2,02101E+13","20210101000101"
"48","48","CAMA Nº1  100 TORNEADA COLOR PIWARCZUK            ","CAMA Nº1  100 TORNEADA COLOR PIWARCZUK            ","","0","0.00","0.00","0","0","123456789","5","3","PIWARCZUK HNOS","","NO","2,02101E+13","20210101000101"
"49","49","CAMA Nº1 140 TORNEADA  COLOR PIWARCZUK            ","CAMA Nº1 140 TORNEADA  COLOR PIWARCZUK            ","","0","0.01","0.00","0.01","0","123456789","5","3","PIWARCZUK HNOS","","NO","2,02101E+13","20210101000101"
"50","50","CAMA Nº2 140 TORNEADA COLOR PIWARCZUK             ","CAMA Nº2 140 TORNEADA COLOR PIWARCZUK             ","","1","14173.56","2976.44","17150","20250","123456789","5","3","PIWARCZUK HNOS","","NO","2,02101E+13","20210101000101"
"51","51","COCHE DE BEBE BIPO BBS-158                        ","COCHE DE BEBE BIPO BBS-158                        ","","1","9008.27","1891.73","10900","12890","123456789","7","23","BIPO","","NO","2,02101E+13","20210101000101"
"52","52","COCHE DE BEBE BIPO BBS-184 COCHE-CUNA             ","COCHE DE BEBE BIPO BBS-184 COCHE-CUNA             ","","2","11487.61","2412.39","13900","16450","123456789","7","23","BIPO","","NO","2,02101E+13","20210101000101"
"53","53","COCHE DE BEBE BIPO BBS-190 JUMBO RUE CROM RUL SUSP","COCHE DE BEBE BIPO BBS-190 JUMBO RUE CROM RUL SUSP","","3","15537.19","3262.81","18800","22190","123456789","7","1","BIPO","","NO","2,02101E+13","20210101000101"
"54","54","COCINA DEPAOLO 4 HORNALLAS 13601 MINI ESM R FUND","COCINA DEPAOLO 4 HORNALLAS 13601 MINI ESM R FUND","","2","39958.69","8391.31","48350","57090","123456789","4","60","DEPAOLO","","NO","2,02101E+13","20210101000101"
"55","55","COCINA DEPAOLO 6 HORNALLAS 13901 ESM R FUNDICION","COCINA DEPAOLO 6 HORNALLAS 13901 ESM R FUNDICION","","0","0.00","0.00","0","0","123456789","4","60","DEPAOLO","","NO","2,02101E+13","20210101000101"
"56","56","COCINA DEPAOLO 4 HORN Y PLANCHA 13951 ESM R FUND","COCINA DEPAOLO 4 HORN Y PLANCHA 13951 ESM R FUND","","0","0.00","0.00","0","0","123456789","4","60","DEPAOLO","","NO","2,02101E+13","20210101000101"
"57","57","COCINA PEABODY 56 CM BLANCA MG                    ","COCINA PEABODY 56 CM BLANCA MG                    ","","0","27190.09","5709.91","32900","38850","123456789","4","17","PEABODY","","NO","2,02101E+13","20210101000101"
"58","58","COCINA PEABODY 56 CM NEGRA                        ","COCINA PEABODY 56 CM NEGRA                        ","","0","26363.64","5536.36","31900","37650","123456789","4","1","PEABODY","","NO","2,02101E+13","20210101000101"
"59","59","COCINA PEABODY 56 CM INOX MG                      ","COCINA PEABODY 56 CM INOX MG                      ","","0","30165.30","6334.70","36500","43090","123456789","4","1","SANSUR/PEABODY","","NO","2,02101E+13","20210101000101"
"60","60","COLCHON SUAVESTAR VIVACE 190X080X17 ESPUMA        ","COLCHON SUAVESTAR VIVACE 190X080X17 ESPUMA        ","","0","0.00","0.00","0","0","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"61","61","COLCHON SUAVESTAR VIVACE 190X100X17 ESPUMA        ","COLCHON SUAVESTAR VIVACE 190X100X17 ESPUMA        ","","1","7347.11","1542.89","8890","10490","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"62","62","COLCHON SUAVESTAR VIVACE 190X130X17 ESPUMA        ","COLCHON SUAVESTAR VIVACE 190X130X17 ESPUMA        ","","3","11280.99","2369.01","13650","16150","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"63","63","COLCHON SUAVESTAR EXTRA 190X080X18 ESPUMA         ","COLCHON SUAVESTAR EXTRA 190X080X18 ESPUMA         ","","0","6933.89","1456.11","8390","9950","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"64","64","COLCHON SUAVESTAR EXTRA 190X100X18 ESPUMA         ","COLCHON SUAVESTAR EXTRA 190X100X18 ESPUMA         ","","4","9000.00","1890.00","10890","12850","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"65","65","COLCHON SUAVESTAR EXTRA 190X090X18 ESPUMA         ","COLCHON SUAVESTAR EXTRA 190X090X18 ESPUMA         ","","1","11644.63","2445.37","14090","16650","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"66","66","COLCHON SUAVESTAR EXTRA 190X130X18 ESPUMA         ","COLCHON SUAVESTAR EXTRA 190X130X18 ESPUMA         ","","3","15661.16","3288.84","18950","22390","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"67","67","COLCHON SUAVESTAR EXTRA 190X140X18 ESPUMA         ","COLCHON SUAVESTAR EXTRA 190X140X18 ESPUMA         ","","4","17347.11","3642.89","20990","24790","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"68","68","COLCHON SUAVESTAR SUEÑO PLUS 080 ESPUMA           ","COLCHON SUAVESTAR SUEÑO PLUS 080 ESPUMA           ","","2","12057.85","2532.15","14590","17250","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"69","69","COLCHON SUAVESTAR SUEÑO PLUS 100 ESPUMA           ","COLCHON SUAVESTAR SUEÑO PLUS 100 ESPUMA           ","","4","15661.16","3288.84","18950","22390","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"70","70","COLCHON SUAVESTAR SUEÑO PLUS 130 ESPUMA           ","COLCHON SUAVESTAR SUEÑO PLUS 130 ESPUMA           ","","2","20074.39","4215.61","24290","28690","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"71","71","COLCHON SUAVESTAR SUEÑO PLUS 140 ESPUMA           ","COLCHON SUAVESTAR SUEÑO PLUS 140 ESPUMA           ","","5","20619.84","4330.16","24950","29450","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"72","72","COLCHON SUAVESTAR LUJO 190X080X21 ESPUMA          ","COLCHON SUAVESTAR LUJO 190X080X21 ESPUMA          ","","4","15033.06","3156.94","18190","21490","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"73","73","COLCHON SUAVESTAR LUJO 190X100X21 ESPUMA          ","COLCHON SUAVESTAR LUJO 190X100X21 ESPUMA          ","","2","18801.66","3948.34","22750","26850","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"74","74","COLCHON SUAVESTAR LUJO 190X130X21 ESPUMA          ","COLCHON SUAVESTAR LUJO 190X130X21 ESPUMA          ","","2","23264.47","4885.53","28150","33250","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"75","75","COLCHON SUAVESTAR LUJO 190X140X21 ESPUMA          ","COLCHON SUAVESTAR LUJO 190X140X21 ESPUMA          ","","4","24669.43","5180.57","29850","35250","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"76","76","COLCHON SUAVESTAR FLOUSTAR 080X190X23 RESORTE     ","COLCHON SUAVESTAR FLOUSTAR 080X190X23 RESORTE     ","","1","15033.06","3156.94","18190","21490","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"77","77","COLCHON SUAVESTAR FLOUSTAR 100X190X23 RESORTE     ","COLCHON SUAVESTAR FLOUSTAR 100X190X23 RESORTE     ","","3","19247.94","4042.06","23290","27490","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"78","78","COLCHON SUAVESTAR FLOUSTAR 130X190X23 RESORTE     ","COLCHON SUAVESTAR FLOUSTAR 130X190X23 RESORTE     ","","2","24504.14","5145.86","29650","34990","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"79","79","COLCHON SUAVESTAR FLOUSTAR 140X190X23 RESORTE     ","COLCHON SUAVESTAR FLOUSTAR 140X190X23 RESORTE     ","","3","25446.29","5343.71","30790","36350","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"80","80","COLCHON SUAVESTAR SUPERSTAR 080X190X25 RESORTE    ","COLCHON SUAVESTAR SUPERSTAR 080X190X25 RESORTE    ","","2","18917.36","3972.64","22890","27050","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"81","81","COLCHON SUAVESTAR SUPERSTAR 100X190X25 RESORTE    ","COLCHON SUAVESTAR SUPERSTAR 100X190X25 RESORTE    ","","3","22471.08","4718.92","27190","32090","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"82","82","COLCHON SUAVESTAR SUPERSTAR 140X190X25 RESORTE    ","COLCHON SUAVESTAR SUPERSTAR 140X190X25 RESORTE    ","","4","29743.81","6246.19","35990","42490","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"83","83","COLCHON SUAVESTAR BLUESTAR 100X190X25 RESORTE     ","COLCHON SUAVESTAR BLUESTAR 100X190X25 RESORTE     ","","0","0.00","0.00","0","0","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"84","84","COLCHON SUAVESTAR BLUESTAR 130X190X26 RESORTE     ","COLCHON SUAVESTAR BLUESTAR 130X190X26 RESORTE     ","","0","0.00","0.00","0","0","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"85","85","COLCHON SUAVESTAR BLUESTAR 140X190X26 RESORTE     ","COLCHON SUAVESTAR BLUESTAR 140X190X26 RESORTE     ","","0","0.00","0.00","0","0","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"86","86","COLCHON SUAVESTAR SPORT 080190X23 ESPUMA          ","COLCHON SUAVESTAR SPORT 080190X23 ESPUMA          ","","0","19413.23","4076.77","23490","27750","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"87","87","COLCHON SUAVESTAR SPORT 100X190X23 ESPUMA         ","COLCHON SUAVESTAR SPORT 100X190X23 ESPUMA         ","","0","24371.91","5118.09","29490","34790","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"88","88","COLCHON SUAVESTAR SPORT 140X190X23 ESPUMA         ","COLCHON SUAVESTAR SPORT 140X190X23 ESPUMA         ","","0","31975.22","6714.78","38690","45690","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"89","89","COLCHON SUAVESTAR RELAX 080X190X22 ESPUMA         ","COLCHON SUAVESTAR RELAX 080X190X22 ESPUMA         ","","0","23958.68","5031.32","28990","34250","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"90","90","COLCHON SUAVESTAR RELAX 130X190X22 ESPUMA         ","COLCHON SUAVESTAR RELAX 130X190X22 ESPUMA         ","","0","0.00","0.00","0","0","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"91","91","COLCHON SUAVESTAR RELAX 140X190X22 ESPUMA         ","COLCHON SUAVESTAR RELAX 140X190X22 ESPUMA         ","","0","0.00","0.00","0","0","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"92","92","COLCHON SUAVESTAR STRESS FREE 080X190X22 ESPUMA   ","COLCHON SUAVESTAR STRESS FREE 080X190X22 ESPUMA   ","","1","26272.73","5517.27","31790","37550","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"93","93","COLCHON SUAVESTAR STRESS FREE 100X190X22 ESPUMA   ","COLCHON SUAVESTAR STRESS FREE 100X190X22 ESPUMA   ","","0","0.00","0.00","0","0","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"94","94","COLCHON SUAVESTAR STRESS FREE 130X190X22 ESPUMA   ","COLCHON SUAVESTAR STRESS FREE 130X190X22 ESPUMA   ","","1","35942.16","7547.84","43490","51350","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"95","95","COLCHON SUAVESTAR STRESS FREE 140X190X24 ESPUMA   ","COLCHON SUAVESTAR STRESS FREE 140X190X24 ESPUMA   ","","0","0.00","0.00","0","0","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"96","96","COLCHON SUAVESTAR BOREAL 140X190X27 RESORTE       ","COLCHON SUAVESTAR BOREAL 140X190X27 RESORTE       ","","0","0.00","0.00","0","0","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"97","97","COLCHON SUAVESTAR INSIGNIA ROUGE 140X190X25 RESORT","COLCHON SUAVESTAR INSIGNIA ROUGE 140X190X25 RESORT","","0","0.00","0.00","0","0","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"98","98","COLCHON SUAVESTAR CENTURIA 140X190X24 ESPUMA      ","COLCHON SUAVESTAR CENTURIA 140X190X24 ESPUMA      ","","2","41231.42","8658.58","49890","58890","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"99","99","COLCHON SUAVESTAR LOFT X 140X190X29 RESORTE       ","COLCHON SUAVESTAR LOFT X 140X190X29 RESORTE       ","","0","0.00","0.00","0","0","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"100","100","COLCHON Y SOMMIER SUAVESTAR FLOUSTAR 080X190X23 RE","COLCHON Y SOMMIER SUAVESTAR FLOUSTAR 080X190X23 RE","","4","21776.87","4573.13","26350","31090","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"101","101","COLCHON Y SOMMIER SUAVESTAR FLOUSTAR 100X190X23 RE","COLCHON Y SOMMIER SUAVESTAR FLOUSTAR 100X190X23 RE","","2","26355.38","5534.62","31890","37650","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"102","102","COLCHON Y SOMMIER SUAVESTAR FLOUSTAR 140X190X23 RE","COLCHON Y SOMMIER SUAVESTAR FLOUSTAR 140X190X23 RE","","2","34917.36","7332.64","42250","49890","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"103","103","COLCHON Y SOMMIER SUAVESTAR SUPERSTAR 080X190X25 R","COLCHON Y SOMMIER SUAVESTAR SUPERSTAR 080X190X25 R","","5","28338.85","5951.15","34290","40490","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"104","104","COLCHON Y SOMMIER SUAVESTAR SUPERSTAR 100X190X25 R","COLCHON Y SOMMIER SUAVESTAR SUPERSTAR 100X190X25 R","","3","33297.53","6992.47","40290","47550","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"105","105","COLCHON Y SOMMIER SUAVESTAR SUPERSTAR 140X190X25 R","COLCHON Y SOMMIER SUAVESTAR SUPERSTAR 140X190X25 R","","10","42719.02","8970.98","51690","60990","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"106","106","COLCHON Y SOMMIER SUAVESTAR SUPERSTAR 160X200X29 R","COLCHON Y SOMMIER SUAVESTAR SUPERSTAR 160X200X29 R","","0","0.00","0.00","0","0","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"107","107","COLCHON Y SOMMIER SUAVESTAR SPORT 100X190X23 ESPUM","COLCHON Y SOMMIER SUAVESTAR SPORT 100X190X23 ESPUM","","3","28842.98","6057.02","34900","41190","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"108","108","COLCHON Y SOMMIER SUAVESTAR SPORT 140X190X23 ESPUM","COLCHON Y SOMMIER SUAVESTAR SPORT 140X190X23 ESPUM","","1","40537.20","8512.80","49050","57890","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"109","109","COLCHON Y SOMMIER SUAVESTAR RELAX 140X190X22 ESPUM","COLCHON Y SOMMIER SUAVESTAR RELAX 140X190X22 ESPUM","","0","0.00","0.00","0","0","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"110","110","COLCHON Y SOMMIER SUAVESTAR STRESS FREE 100X190X24","COLCHON Y SOMMIER SUAVESTAR STRESS FREE 100X190X24","","0","0.00","0.00","0","0","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
"111","111","COLCHON Y SOMMIER SUAVESTAR STRESS FREE 140X190X24","COLCHON Y SOMMIER SUAVESTAR STRESS FREE 140X190X24","","0","0.00","0.00","0","0","123456789","3","13","SUAVESTAR","","NO","2,02101E+13","20210101000101"
